,age,degree,gender,FY,race,tot_doll
1932,Mid,PhD,Female,2005,More than One Race,14112054.0
1933,Early,MD,Male,2005,More than One Race,4380442.14
1934,Late,MD,Male,2005,More than One Race,2347578.17
1935,Mid,MD,Male,2005,More than One Race,14852426.08
1936,Early,MD-PhD,Male,2005,More than One Race,9856658.78
1937,Late,MD-PhD,Male,2005,More than One Race,2614454.45
1938,Mid,MD-PhD,Male,2005,More than One Race,3726639.75
1939,Early,PhD,Male,2005,More than One Race,22327485.23
1940,Late,PhD,Male,2005,More than One Race,7562247.8
1941,Mid,PhD,Male,2005,More than One Race,18389641.48
1942,Early,MD,Female,2006,More than One Race,1099834.05
1943,Mid,MD,Female,2006,More than One Race,4554539.76
1944,Mid,MD-PhD,Female,2006,More than One Race,679084.56
1945,Early,PhD,Female,2006,More than One Race,11327200.04
1946,Late,PhD,Female,2006,More than One Race,2340918.36
1947,Mid,PhD,Female,2006,More than One Race,12628379.84
1948,Early,MD,Male,2006,More than One Race,4553485.25
1949,Late,MD,Male,2006,More than One Race,2642454.48
1950,Mid,MD,Male,2006,More than One Race,13403246.55
1951,Early,MD-PhD,Male,2006,More than One Race,15853236.03
1952,Late,MD-PhD,Male,2006,More than One Race,3026920.13
1953,Mid,MD-PhD,Male,2006,More than One Race,1541589.69
1954,Early,Other,Male,2006,More than One Race,349510.41
1955,Early,PhD,Male,2006,More than One Race,20233531.07
1956,Late,PhD,Male,2006,More than One Race,8095028.04
1957,Mid,PhD,Male,2006,More than One Race,17924484.16
1958,Early,MD,Female,2007,More than One Race,627182.1900000001
1959,Mid,MD,Female,2007,More than One Race,4630871.17
1960,Early,MD-PhD,Female,2007,More than One Race,512862.8
1961,Early,PhD,Female,2007,More than One Race,11612020.89
1962,Late,PhD,Female,2007,More than One Race,2368262.64
1963,Mid,PhD,Female,2007,More than One Race,13104357.67
1964,Early,MD,Male,2007,More than One Race,5346465.85
1965,Late,MD,Male,2007,More than One Race,2529479.08
1966,Mid,MD,Male,2007,More than One Race,8809594.4
1967,Early,MD-PhD,Male,2007,More than One Race,11811369.41
1968,Late,MD-PhD,Male,2007,More than One Race,2462326.2199999997
1969,Mid,MD-PhD,Male,2007,More than One Race,851352.9199999999
1970,Early,PhD,Male,2007,More than One Race,27247171.41
1971,Late,PhD,Male,2007,More than One Race,8242151.53
1972,Mid,PhD,Male,2007,More than One Race,18012903.04
1973,Early,MD,Female,2008,More than One Race,1620983.8399999999
1974,Mid,MD,Female,2008,More than One Race,3850489.51
1975,Early,MD-PhD,Female,2008,More than One Race,642400.84
1976,Early,PhD,Female,2008,More than One Race,18721080.04
1977,Late,PhD,Female,2008,More than One Race,2113738.78
1978,Mid,PhD,Female,2008,More than One Race,11306625.36
1979,Early,MD,Male,2008,More than One Race,7007878.41
1980,Late,MD,Male,2008,More than One Race,2010771.49
1981,Mid,MD,Male,2008,More than One Race,7353084.91
1982,Early,MD-PhD,Male,2008,More than One Race,13753494.379999999
1983,Late,MD-PhD,Male,2008,More than One Race,2203961.77
1984,Mid,MD-PhD,Male,2008,More than One Race,560552.84
1985,Early,PhD,Male,2008,More than One Race,22444914.48
1986,Late,PhD,Male,2008,More than One Race,7277471.96
1987,Mid,PhD,Male,2008,More than One Race,19291465.580000002
1988,Early,MD,Female,2009,More than One Race,2581218.4
1989,Mid,MD,Female,2009,More than One Race,4011794.11
1990,Early,MD-PhD,Female,2009,More than One Race,1012769.03
1991,Mid,MD-PhD,Female,2009,More than One Race,433319.26
1992,Early,PhD,Female,2009,More than One Race,17491468.21
1993,Late,PhD,Female,2009,More than One Race,5055343.79
1994,Mid,PhD,Female,2009,More than One Race,9736618.64
1995,Early,MD,Male,2009,More than One Race,7272625.28
1996,Late,MD,Male,2009,More than One Race,2042460.63
1997,Mid,MD,Male,2009,More than One Race,6541272.12
1998,Early,MD-PhD,Male,2009,More than One Race,22120981.11
1999,Late,MD-PhD,Male,2009,More than One Race,2342585.1700000004
2000,Mid,MD-PhD,Male,2009,More than One Race,5338166.2
2001,Early,PhD,Male,2009,More than One Race,22450684.43
2002,Late,PhD,Male,2009,More than One Race,6345758.529999999
2003,Mid,PhD,Male,2009,More than One Race,21704641.99
2004,Early,MD,Female,2010,More than One Race,2608113.29
2005,Mid,MD,Female,2010,More than One Race,3495017.83
2006,Early,MD-PhD,Female,2010,More than One Race,555969.78
2007,Mid,MD-PhD,Female,2010,More than One Race,416325.6
2008,Early,Other,Female,2010,More than One Race,273072.02
2009,Early,PhD,Female,2010,More than One Race,21383590.830000002
2010,Late,PhD,Female,2010,More than One Race,3938213.11
2011,Mid,PhD,Female,2010,More than One Race,9416579.120000001
2012,Early,MD,Male,2010,More than One Race,7058465.7
2013,Late,MD,Male,2010,More than One Race,1946744.9900000002
2014,Mid,MD,Male,2010,More than One Race,6844902.25
2015,Early,MD-PhD,Male,2010,More than One Race,24362029.82
2016,Late,MD-PhD,Male,2010,More than One Race,2505188.1999999997
2017,Mid,MD-PhD,Male,2010,More than One Race,7426526.73
2018,Early,PhD,Male,2010,More than One Race,21172618.92
2019,Late,PhD,Male,2010,More than One Race,9745245.57
2020,Mid,PhD,Male,2010,More than One Race,20900203.55
2021,Early,MD,Female,2011,More than One Race,4044703.17
2022,Mid,MD,Female,2011,More than One Race,5278513.93
2023,Early,MD-PhD,Female,2011,More than One Race,1254758.01
2024,Mid,MD-PhD,Female,2011,More than One Race,1709012.94
2025,Early,Other,Female,2011,More than One Race,565887.84
2026,Early,PhD,Female,2011,More than One Race,17499269.2
2027,Late,PhD,Female,2011,More than One Race,4493103.98
2028,Mid,PhD,Female,2011,More than One Race,11074266.23
2029,Early,MD,Male,2011,More than One Race,6584693.67
2030,Late,MD,Male,2011,More than One Race,814773.75
2031,Mid,MD,Male,2011,More than One Race,7645440.96
2032,Early,MD-PhD,Male,2011,More than One Race,9483066.56
2033,Late,MD-PhD,Male,2011,More than One Race,1986331.1199999999
2034,Mid,MD-PhD,Male,2011,More than One Race,6280653.600000001
2035,Early,PhD,Male,2011,More than One Race,23060046.52
2036,Late,PhD,Male,2011,More than One Race,7226676.58
2037,Mid,PhD,Male,2011,More than One Race,21259481.98
2038,Early,MD,Female,2012,More than One Race,4357829.5
2039,Late,MD,Female,2012,More than One Race,258951.42
2040,Mid,MD,Female,2012,More than One Race,4108198.4499999997
2041,Early,MD-PhD,Female,2012,More than One Race,1114293.44
2042,Late,MD-PhD,Female,2012,More than One Race,387516.71
2043,Mid,MD-PhD,Female,2012,More than One Race,1314392.75
2044,Early,Other,Female,2012,More than One Race,275942.56
2045,Early,PhD,Female,2012,More than One Race,16164502.28
2046,Late,PhD,Female,2012,More than One Race,4423814.75
2047,Mid,PhD,Female,2012,More than One Race,14600393.9
2048,Early,MD,Male,2012,More than One Race,4405074.41
2049,Late,MD,Male,2012,More than One Race,746082.96
2050,Mid,MD,Male,2012,More than One Race,7692617.13
2051,Early,MD-PhD,Male,2012,More than One Race,12957054.07
2052,Late,MD-PhD,Male,2012,More than One Race,1590407.53
2053,Mid,MD-PhD,Male,2012,More than One Race,5814352.09
2054,Early,PhD,Male,2012,More than One Race,29897065.05
2055,Late,PhD,Male,2012,More than One Race,9765605.129999999
2056,Mid,PhD,Male,2012,More than One Race,20032406.03
2057,Early,MD,Female,2013,More than One Race,4813160.84
2058,Late,MD,Female,2013,More than One Race,201845.37
2059,Mid,MD,Female,2013,More than One Race,5415116.489999999
2060,Early,MD-PhD,Female,2013,More than One Race,889538.46
2061,Late,MD-PhD,Female,2013,More than One Race,361372.37
2062,Mid,MD-PhD,Female,2013,More than One Race,1007336.5700000001
2063,Early,Other,Female,2013,More than One Race,39169.03
2064,Early,PhD,Female,2013,More than One Race,16675108.7
2065,Late,PhD,Female,2013,More than One Race,5368608.69
2066,Mid,PhD,Female,2013,More than One Race,12374371.18
2067,Early,MD,Male,2013,More than One Race,4420829.02
2068,Late,MD,Male,2013,More than One Race,1856466.1
2069,Mid,MD,Male,2013,More than One Race,5671052.09
2070,Early,MD-PhD,Male,2013,More than One Race,9170993.72
2071,Late,MD-PhD,Male,2013,More than One Race,1012778.75
2072,Mid,MD-PhD,Male,2013,More than One Race,4683673.3
2073,Early,PhD,Male,2013,More than One Race,27053587.28
2074,Late,PhD,Male,2013,More than One Race,7663294.7
2075,Mid,PhD,Male,2013,More than One Race,20732664.71
2076,Early,MD,Female,2014,More than One Race,4352508.23
2077,Late,MD,Female,2014,More than One Race,893216.0399999999
2078,Mid,MD,Female,2014,More than One Race,5170026.34
2079,Early,MD-PhD,Female,2014,More than One Race,462684.0
2080,Mid,MD-PhD,Female,2014,More than One Race,2152823.7
2081,Early,PhD,Female,2014,More than One Race,14601329.78
2082,Late,PhD,Female,2014,More than One Race,6420721.69
2083,Mid,PhD,Female,2014,More than One Race,14040845.08
2084,Early,MD,Male,2014,More than One Race,4214440.08
2085,Late,MD,Male,2014,More than One Race,1732166.17
2086,Mid,MD,Male,2014,More than One Race,8715939.48
2087,Early,MD-PhD,Male,2014,More than One Race,10129428.36
2088,Late,MD-PhD,Male,2014,More than One Race,1219496.66
2089,Mid,MD-PhD,Male,2014,More than One Race,6441812.08
2090,Early,PhD,Male,2014,More than One Race,29330702.66
2091,Late,PhD,Male,2014,More than One Race,10632136.6
2092,Mid,PhD,Male,2014,More than One Race,18081002.98
2093,Early,MD,Female,2015,More than One Race,4509691.63
2094,Late,MD,Female,2015,More than One Race,865346.87
2095,Mid,MD,Female,2015,More than One Race,7917471.62
2096,Early,MD-PhD,Female,2015,More than One Race,261852.40000000002
2097,Mid,MD-PhD,Female,2015,More than One Race,1937699.58
2098,Mid,Other,Female,2015,More than One Race,200655.55
2099,Early,PhD,Female,2015,More than One Race,15591411.9
2100,Late,PhD,Female,2015,More than One Race,3480604.58
2101,Mid,PhD,Female,2015,More than One Race,15146344.9
2102,Early,MD,Male,2015,More than One Race,4164135.0199999996
2103,Late,MD,Male,2015,More than One Race,858932.75
2104,Mid,MD,Male,2015,More than One Race,5228396.65
2105,Early,MD-PhD,Male,2015,More than One Race,10104230.67
2106,Late,MD-PhD,Male,2015,More than One Race,1194343.38
2107,Mid,MD-PhD,Male,2015,More than One Race,6086614.41
2108,Early,PhD,Male,2015,More than One Race,33226423.21
2109,Late,PhD,Male,2015,More than One Race,8413112.379999999
2110,Mid,PhD,Male,2015,More than One Race,19177903.78
2111,Early,MD,Female,2016,More than One Race,3043254.36
2112,Late,MD,Female,2016,More than One Race,1232881.98
2113,Mid,MD,Female,2016,More than One Race,5661997.0
2114,Early,MD-PhD,Female,2016,More than One Race,421615.07000000007
2115,Late,MD-PhD,Female,2016,More than One Race,418795.54
2116,Mid,MD-PhD,Female,2016,More than One Race,2510353.51
2117,Early,Other,Female,2016,More than One Race,86980.61
2118,Mid,Other,Female,2016,More than One Race,177145.14
2119,Early,PhD,Female,2016,More than One Race,14488221.49
2120,Late,PhD,Female,2016,More than One Race,3268077.59
2121,Mid,PhD,Female,2016,More than One Race,17670887.509999998
2122,Early,MD,Male,2016,More than One Race,5136478.140000001
2123,Late,MD,Male,2016,More than One Race,1835118.55
2124,Mid,MD,Male,2016,More than One Race,4976423.350000001
2125,Early,MD-PhD,Male,2016,More than One Race,13323767.029999997
2126,Late,MD-PhD,Male,2016,More than One Race,680508.38
2127,Mid,MD-PhD,Male,2016,More than One Race,6363314.6
2128,Early,PhD,Male,2016,More than One Race,28854662.9
2129,Late,PhD,Male,2016,More than One Race,10447524.56
2130,Mid,PhD,Male,2016,More than One Race,26739130.330000002
2131,Early,MD,Female,2017,More than One Race,2332607.45
2132,Late,MD,Female,2017,More than One Race,4296890.970000001
2133,Mid,MD,Female,2017,More than One Race,4569931.78
2134,Early,MD-PhD,Female,2017,More than One Race,565189.4199999999
2135,Late,MD-PhD,Female,2017,More than One Race,408182.78
2136,Mid,MD-PhD,Female,2017,More than One Race,3256349.67
2137,Early,Other,Female,2017,More than One Race,283686.51
2138,Early,PhD,Female,2017,More than One Race,20092975.99
2139,Late,PhD,Female,2017,More than One Race,6566827.37
2140,Mid,PhD,Female,2017,More than One Race,14689372.08
2141,Early,MD,Male,2017,More than One Race,3802136.55
2142,Late,MD,Male,2017,More than One Race,2382255.55
2143,Mid,MD,Male,2017,More than One Race,12572761.0
2144,Early,MD-PhD,Male,2017,More than One Race,11708092.77
2145,Late,MD-PhD,Male,2017,More than One Race,1027494.45
2146,Mid,MD-PhD,Male,2017,More than One Race,4554540.13
2147,Early,Other,Male,2017,More than One Race,211601.96
2148,Early,PhD,Male,2017,More than One Race,33993210.14
2149,Late,PhD,Male,2017,More than One Race,7675787.0
2150,Mid,PhD,Male,2017,More than One Race,30998732.57
2151,Early,MD,Female,2018,More than One Race,2708200.87
2152,Late,MD,Female,2018,More than One Race,2444335.1100000003
2153,Mid,MD,Female,2018,More than One Race,6863453.609999999
2154,Early,MD-PhD,Female,2018,More than One Race,643380.9299999999
2155,Late,MD-PhD,Female,2018,More than One Race,398247.62
2156,Mid,MD-PhD,Female,2018,More than One Race,4781947.34
2157,Early,Other,Female,2018,More than One Race,520944.13
2158,Early,PhD,Female,2018,More than One Race,27846478.97
2159,Late,PhD,Female,2018,More than One Race,7667926.640000001
2160,Mid,PhD,Female,2018,More than One Race,19033652.42
2161,Early,MD,Male,2018,More than One Race,4683317.41
2162,Late,MD,Male,2018,More than One Race,4164584.92
2163,Mid,MD,Male,2018,More than One Race,15202027.129999999
2164,Early,MD-PhD,Male,2018,More than One Race,15628616.179999998
2165,Late,MD-PhD,Male,2018,More than One Race,835565.37
2166,Mid,MD-PhD,Male,2018,More than One Race,7396473.24
2167,Early,Other,Male,2018,More than One Race,206451.56
2168,Early,PhD,Male,2018,More than One Race,33579635.76
2169,Late,PhD,Male,2018,More than One Race,7448815.55
2170,Mid,PhD,Male,2018,More than One Race,34209376.83
2171,Early,MD,Female,2019,More than One Race,4799263.86
2172,Late,MD,Female,2019,More than One Race,6380300.48
2173,Mid,MD,Female,2019,More than One Race,5335011.57
2174,Early,MD-PhD,Female,2019,More than One Race,1665915.93
2175,Late,MD-PhD,Female,2019,More than One Race,1383827.01
2176,Mid,MD-PhD,Female,2019,More than One Race,4094766.0300000003
2177,Early,Other,Female,2019,More than One Race,1031639.26
2178,Early,PhD,Female,2019,More than One Race,31364799.619999997
2179,Late,PhD,Female,2019,More than One Race,8163095.06
2180,Mid,PhD,Female,2019,More than One Race,21087543.73
2181,Early,MD,Male,2019,More than One Race,2480569.91
2182,Late,MD,Male,2019,More than One Race,4175044.68
2183,Mid,MD,Male,2019,More than One Race,17525972.68
2184,Early,MD-PhD,Male,2019,More than One Race,6922283.36
2185,Late,MD-PhD,Male,2019,More than One Race,964874.27
2186,Mid,MD-PhD,Male,2019,More than One Race,23651294.57
2187,Early,Other,Male,2019,More than One Race,202175.95
2188,Early,PhD,Male,2019,More than One Race,38424162.58
2189,Late,PhD,Male,2019,More than One Race,9966934.06
2190,Mid,PhD,Male,2019,More than One Race,26158276.19
2191,Early,MD,Female,2020,More than One Race,6905550.1
2192,Late,MD,Female,2020,More than One Race,4591089.57
2193,Mid,MD,Female,2020,More than One Race,11235684.82
2194,Early,MD-PhD,Female,2020,More than One Race,1088390.17
2195,Late,MD-PhD,Female,2020,More than One Race,929619.8200000001
2196,Mid,MD-PhD,Female,2020,More than One Race,3246213.91
2197,Early,Other,Female,2020,More than One Race,149128.82
2198,Mid,Other,Female,2020,More than One Race,288695.18
2199,Early,PhD,Female,2020,More than One Race,36056761.64
2200,Late,PhD,Female,2020,More than One Race,7921956.14
2201,Mid,PhD,Female,2020,More than One Race,20484467.31
2202,Early,MD,Male,2020,More than One Race,2724342.54
2203,Late,MD,Male,2020,More than One Race,5073940.45
2204,Mid,MD,Male,2020,More than One Race,14643404.4
2205,Early,MD-PhD,Male,2020,More than One Race,10603538.85
2206,Late,MD-PhD,Male,2020,More than One Race,1877105.57
2207,Mid,MD-PhD,Male,2020,More than One Race,23956945.3
2208,Early,Other,Male,2020,More than One Race,945447.17
2209,Early,PhD,Male,2020,More than One Race,49393727.73
2210,Late,PhD,Male,2020,More than One Race,9450106.53
2211,Mid,PhD,Male,2020,More than One Race,31388907.3
2212,Early,MD,Male,1985,Native Hawaiian or Other Pacific Islander,334651.86
2213,Mid,MD,Male,1985,Native Hawaiian or Other Pacific Islander,2226224.3
2214,Early,PhD,Male,1985,Native Hawaiian or Other Pacific Islander,292336.54
2215,Mid,PhD,Male,1985,Native Hawaiian or Other Pacific Islander,750066.82
2216,Early,MD,Male,1986,Native Hawaiian or Other Pacific Islander,317786.44
2217,Mid,MD,Male,1986,Native Hawaiian or Other Pacific Islander,2137071.07
2218,Early,PhD,Male,1986,Native Hawaiian or Other Pacific Islander,278483.13
2219,Mid,PhD,Male,1986,Native Hawaiian or Other Pacific Islander,608929.97
2220,Early,MD,Male,1987,Native Hawaiian or Other Pacific Islander,357375.12
2221,Mid,MD,Male,1987,Native Hawaiian or Other Pacific Islander,2168203.93
2222,Early,PhD,Male,1987,Native Hawaiian or Other Pacific Islander,273913.12
2223,Mid,PhD,Male,1987,Native Hawaiian or Other Pacific Islander,656603.22
2224,Early,MD,Male,1988,Native Hawaiian or Other Pacific Islander,422851.6
2225,Mid,MD,Male,1988,Native Hawaiian or Other Pacific Islander,2185601.42
2226,Early,PhD,Male,1988,Native Hawaiian or Other Pacific Islander,603898.25
2227,Mid,PhD,Male,1988,Native Hawaiian or Other Pacific Islander,782702.32
2228,Early,MD,Male,1989,Native Hawaiian or Other Pacific Islander,351888.13
2229,Mid,MD,Male,1989,Native Hawaiian or Other Pacific Islander,2202272.48
2230,Early,PhD,Male,1989,Native Hawaiian or Other Pacific Islander,540061.49
2231,Mid,PhD,Male,1989,Native Hawaiian or Other Pacific Islander,752550.0800000001
2232,Early,MD,Male,1990,Native Hawaiian or Other Pacific Islander,282252.83
2233,Mid,MD,Male,1990,Native Hawaiian or Other Pacific Islander,3342568.78
2234,Early,PhD,Male,1990,Native Hawaiian or Other Pacific Islander,834596.5700000001
2235,Mid,PhD,Male,1990,Native Hawaiian or Other Pacific Islander,282275.07
2236,Early,MD,Male,1991,Native Hawaiian or Other Pacific Islander,317400.64
2237,Mid,MD,Male,1991,Native Hawaiian or Other Pacific Islander,3659040.04
2238,Early,PhD,Male,1991,Native Hawaiian or Other Pacific Islander,1171084.29
2239,Mid,PhD,Male,1991,Native Hawaiian or Other Pacific Islander,351871.9
2240,Early,MD,Male,1992,Native Hawaiian or Other Pacific Islander,314753.63
2241,Mid,MD,Male,1992,Native Hawaiian or Other Pacific Islander,3762015.4000000004
2242,Early,PhD,Male,1992,Native Hawaiian or Other Pacific Islander,1162700.0899999999
2243,Mid,PhD,Male,1992,Native Hawaiian or Other Pacific Islander,356974.34
2244,Mid,MD,Male,1993,Native Hawaiian or Other Pacific Islander,3411001.71
2245,Early,PhD,Male,1993,Native Hawaiian or Other Pacific Islander,399547.97
2246,Mid,PhD,Male,1993,Native Hawaiian or Other Pacific Islander,391858.48
2247,Late,MD,Male,1994,Native Hawaiian or Other Pacific Islander,3398084.49
2248,Mid,MD,Male,1994,Native Hawaiian or Other Pacific Islander,687852.0
2249,Early,PhD,Male,1994,Native Hawaiian or Other Pacific Islander,250692.43
2250,Mid,PhD,Male,1994,Native Hawaiian or Other Pacific Islander,385578.77
2251,Late,MD,Male,1995,Native Hawaiian or Other Pacific Islander,3348466.4
2252,Mid,MD,Male,1995,Native Hawaiian or Other Pacific Islander,705000.08
2253,Early,PhD,Male,1995,Native Hawaiian or Other Pacific Islander,162051.12
2254,Mid,PhD,Male,1995,Native Hawaiian or Other Pacific Islander,816866.05
2255,Early,PhD,Female,1996,Native Hawaiian or Other Pacific Islander,197713.45
2256,Late,MD,Male,1996,Native Hawaiian or Other Pacific Islander,2787320.96
2257,Mid,MD,Male,1996,Native Hawaiian or Other Pacific Islander,627941.91
2258,Early,PhD,Male,1996,Native Hawaiian or Other Pacific Islander,152499.56
2259,Late,PhD,Male,1996,Native Hawaiian or Other Pacific Islander,392793.6
2260,Mid,PhD,Male,1996,Native Hawaiian or Other Pacific Islander,809611.85
2261,Early,PhD,Female,1997,Native Hawaiian or Other Pacific Islander,194909.05
2262,Late,MD,Male,1997,Native Hawaiian or Other Pacific Islander,2334746.46
2263,Mid,MD,Male,1997,Native Hawaiian or Other Pacific Islander,736764.1
2264,Early,PhD,Male,1997,Native Hawaiian or Other Pacific Islander,289222.24
2265,Late,PhD,Male,1997,Native Hawaiian or Other Pacific Islander,397338.39
2266,Mid,PhD,Male,1997,Native Hawaiian or Other Pacific Islander,771373.68
2267,Early,PhD,Female,1998,Native Hawaiian or Other Pacific Islander,195358.35
2268,Late,MD,Male,1998,Native Hawaiian or Other Pacific Islander,564964.41
2269,Mid,MD,Male,1998,Native Hawaiian or Other Pacific Islander,1282579.21
2270,Early,PhD,Male,1998,Native Hawaiian or Other Pacific Islander,140679.87
2271,Mid,PhD,Male,1998,Native Hawaiian or Other Pacific Islander,823900.83
2272,Early,PhD,Female,1999,Native Hawaiian or Other Pacific Islander,196937.5
2273,Late,MD,Male,1999,Native Hawaiian or Other Pacific Islander,2407408.88
2274,Mid,MD,Male,1999,Native Hawaiian or Other Pacific Islander,1890397.56
2275,Late,PhD,Male,1999,Native Hawaiian or Other Pacific Islander,414298.01
2276,Mid,PhD,Male,1999,Native Hawaiian or Other Pacific Islander,377034.14
2277,Early,PhD,Female,2000,Native Hawaiian or Other Pacific Islander,537503.64
2278,Late,MD,Male,2000,Native Hawaiian or Other Pacific Islander,2295870.37
2279,Mid,MD,Male,2000,Native Hawaiian or Other Pacific Islander,2671977.5999999996
2280,Late,PhD,Male,2000,Native Hawaiian or Other Pacific Islander,1082112.85
2281,Mid,PhD,Male,2000,Native Hawaiian or Other Pacific Islander,853875.66
2282,Early,PhD,Female,2001,Native Hawaiian or Other Pacific Islander,988933.95
2283,Late,MD,Male,2001,Native Hawaiian or Other Pacific Islander,2214724.01
2284,Mid,MD,Male,2001,Native Hawaiian or Other Pacific Islander,2916288.95
2285,Early,PhD,Male,2001,Native Hawaiian or Other Pacific Islander,419698.48
2286,Late,PhD,Male,2001,Native Hawaiian or Other Pacific Islander,2081428.26
2287,Mid,PhD,Male,2001,Native Hawaiian or Other Pacific Islander,483430.66
2288,Early,PhD,Female,2002,Native Hawaiian or Other Pacific Islander,966725.11
2289,Early,MD,Male,2002,Native Hawaiian or Other Pacific Islander,550228.25
2290,Late,MD,Male,2002,Native Hawaiian or Other Pacific Islander,2836754.56
2291,Mid,MD,Male,2002,Native Hawaiian or Other Pacific Islander,3091384.34
2292,Early,PhD,Male,2002,Native Hawaiian or Other Pacific Islander,731204.48
2293,Late,PhD,Male,2002,Native Hawaiian or Other Pacific Islander,1964184.49
2294,Mid,PhD,Male,2002,Native Hawaiian or Other Pacific Islander,1494713.49
2295,Early,PhD,Female,2003,Native Hawaiian or Other Pacific Islander,1109105.44
2296,Early,MD,Male,2003,Native Hawaiian or Other Pacific Islander,1182063.43
2297,Late,MD,Male,2003,Native Hawaiian or Other Pacific Islander,2708616.31
2298,Mid,MD,Male,2003,Native Hawaiian or Other Pacific Islander,3265995.56
2299,Early,PhD,Male,2003,Native Hawaiian or Other Pacific Islander,1399530.81
2300,Late,PhD,Male,2003,Native Hawaiian or Other Pacific Islander,1574050.95
2301,Mid,PhD,Male,2003,Native Hawaiian or Other Pacific Islander,873363.87
2302,Mid,MD,Female,2004,Native Hawaiian or Other Pacific Islander,126178.14
2303,Early,PhD,Female,2004,Native Hawaiian or Other Pacific Islander,718488.75
2304,Mid,PhD,Female,2004,Native Hawaiian or Other Pacific Islander,367740.87
2305,Early,MD,Male,2004,Native Hawaiian or Other Pacific Islander,1826921.14
2306,Late,MD,Male,2004,Native Hawaiian or Other Pacific Islander,3030078.37
2307,Mid,MD,Male,2004,Native Hawaiian or Other Pacific Islander,3334112.96
2308,Early,PhD,Male,2004,Native Hawaiian or Other Pacific Islander,1285148.7
2309,Late,PhD,Male,2004,Native Hawaiian or Other Pacific Islander,959263.99
2310,Mid,PhD,Male,2004,Native Hawaiian or Other Pacific Islander,841994.34
2311,Mid,MD,Female,2005,Native Hawaiian or Other Pacific Islander,121453.07
2312,Early,PhD,Female,2005,Native Hawaiian or Other Pacific Islander,806577.1699999999
2313,Mid,PhD,Female,2005,Native Hawaiian or Other Pacific Islander,353969.86
2314,Early,MD,Male,2005,Native Hawaiian or Other Pacific Islander,1758197.12
2315,Late,MD,Male,2005,Native Hawaiian or Other Pacific Islander,791739.41
2316,Mid,MD,Male,2005,Native Hawaiian or Other Pacific Islander,2348589.29
2317,Early,PhD,Male,2005,Native Hawaiian or Other Pacific Islander,1322874.19
2318,Late,PhD,Male,2005,Native Hawaiian or Other Pacific Islander,384113.64
2319,Mid,PhD,Male,2005,Native Hawaiian or Other Pacific Islander,1199875.88
2320,Early,PhD,Female,2006,Native Hawaiian or Other Pacific Islander,409663.23
2321,Mid,PhD,Female,2006,Native Hawaiian or Other Pacific Islander,330357.33
2322,Early,MD,Male,2006,Native Hawaiian or Other Pacific Islander,1538097.53
2323,Late,MD,Male,2006,Native Hawaiian or Other Pacific Islander,754968.21
2324,Mid,MD,Male,2006,Native Hawaiian or Other Pacific Islander,1573638.76
2325,Mid,MD-PhD,Male,2006,Native Hawaiian or Other Pacific Islander,104890.88
2326,Early,PhD,Male,2006,Native Hawaiian or Other Pacific Islander,1157366.0
2327,Late,PhD,Male,2006,Native Hawaiian or Other Pacific Islander,521132.87
2328,Mid,PhD,Male,2006,Native Hawaiian or Other Pacific Islander,994608.92
2329,Early,Other,Female,2007,Native Hawaiian or Other Pacific Islander,46293.4
2330,Early,PhD,Female,2007,Native Hawaiian or Other Pacific Islander,961944.0
2331,Mid,PhD,Female,2007,Native Hawaiian or Other Pacific Islander,309051.63
2332,Early,MD,Male,2007,Native Hawaiian or Other Pacific Islander,657020.87
2333,Late,MD,Male,2007,Native Hawaiian or Other Pacific Islander,876489.09
2334,Mid,MD,Male,2007,Native Hawaiian or Other Pacific Islander,1357704.98
2335,Mid,MD-PhD,Male,2007,Native Hawaiian or Other Pacific Islander,98126.06
2336,Early,PhD,Male,2007,Native Hawaiian or Other Pacific Islander,1273846.77
2337,Late,PhD,Male,2007,Native Hawaiian or Other Pacific Islander,1477709.14
2338,Mid,PhD,Male,2007,Native Hawaiian or Other Pacific Islander,1375319.83
2339,Early,PhD,Female,2008,Native Hawaiian or Other Pacific Islander,1139284.4
2340,Late,PhD,Female,2008,Native Hawaiian or Other Pacific Islander,196325.81
2341,Early,MD,Male,2008,Native Hawaiian or Other Pacific Islander,517323.19
2342,Late,MD,Male,2008,Native Hawaiian or Other Pacific Islander,1586506.94
2343,Mid,MD,Male,2008,Native Hawaiian or Other Pacific Islander,1433755.74
2344,Early,PhD,Male,2008,Native Hawaiian or Other Pacific Islander,1533642.81
2345,Late,PhD,Male,2008,Native Hawaiian or Other Pacific Islander,2050314.7000000002
2346,Mid,PhD,Male,2008,Native Hawaiian or Other Pacific Islander,370184.05
2347,Early,PhD,Female,2009,Native Hawaiian or Other Pacific Islander,533989.39
2348,Late,PhD,Female,2009,Native Hawaiian or Other Pacific Islander,196046.01
2349,Mid,PhD,Female,2009,Native Hawaiian or Other Pacific Islander,361231.94
2350,Early,MD,Male,2009,Native Hawaiian or Other Pacific Islander,468273.67
2351,Late,MD,Male,2009,Native Hawaiian or Other Pacific Islander,1945932.35
2352,Mid,MD,Male,2009,Native Hawaiian or Other Pacific Islander,1150898.44
2353,Early,PhD,Male,2009,Native Hawaiian or Other Pacific Islander,1340288.3399999999
2354,Late,PhD,Male,2009,Native Hawaiian or Other Pacific Islander,1680058.16
2355,Mid,PhD,Male,2009,Native Hawaiian or Other Pacific Islander,1132791.57
