,INSTITUTION TYPE,FUNDING MECHANISM,YEAR,CODE,FUNDING
409,Research Institutes,Other Research-Related,2012.0,CA,371532.693877551
410,Domestic Higher Education,RPGs - Non SBIR/STTR,2012.0,CA,418851.8704996727
411,Independent Hospitals,RPGs - Non SBIR/STTR,2012.0,CA,562424.182552504
412,None,RPGs - Non SBIR/STTR,2012.0,CA,485441.05644644005
413,Research Institutes,RPGs - Non SBIR/STTR,2012.0,CA,493255.91844660195
414,None,RPGs - SBIR/STTR,2012.0,CA,358692.0122249389
415,Research Institutes,RPGs - SBIR/STTR,2012.0,CA,294760.5714285714
416,Domestic Higher Education,Research Centers,2012.0,CA,1539919.346743295
417,Independent Hospitals,Research Centers,2012.0,CA,573087.0
418,None,Research Centers,2012.0,CA,1246385.261904762
419,Research Institutes,Research Centers,2012.0,CA,834394.4615384615
420,Domestic Higher Education,Training - Individual,2012.0,CA,44137.77032520325
421,Independent Hospitals,Training - Individual,2012.0,CA,62030.0
422,None,Training - Individual,2012.0,CA,51242.9
423,Research Institutes,Training - Individual,2012.0,CA,53037.5
424,Domestic Higher Education,Training - Institutional,2012.0,CA,308890.771875
425,Independent Hospitals,Training - Institutional,2012.0,CA,203974.23076923078
426,None,Training - Institutional,2012.0,CA,466218.46153846156
427,Research Institutes,Training - Institutional,2012.0,CA,545067.0
428,Domestic Higher Education,Construction,2013.0,CA,746039.5
429,Domestic Higher Education,Other,2013.0,CA,845501.0
430,Domestic Higher Education,Other Research-Related,2013.0,CA,247025.03465909092
431,Independent Hospitals,Other Research-Related,2013.0,CA,215617.67441860464
432,None,Other Research-Related,2013.0,CA,545076.5445026178
433,Research Institutes,Other Research-Related,2013.0,CA,334347.4423076923
434,Domestic Higher Education,RPGs - Non SBIR/STTR,2013.0,CA,415029.7898939079
435,Independent Hospitals,RPGs - Non SBIR/STTR,2013.0,CA,510373.227202473
436,None,RPGs - Non SBIR/STTR,2013.0,CA,463431.4982864976
437,Research Institutes,RPGs - Non SBIR/STTR,2013.0,CA,498972.2371541502
438,None,RPGs - SBIR/STTR,2013.0,CA,401148.9042253521
439,Research Institutes,RPGs - SBIR/STTR,2013.0,CA,263168.26666666666
440,Domestic Higher Education,Research Centers,2013.0,CA,1555537.0099009902
441,Independent Hospitals,Research Centers,2013.0,CA,456366.0
442,None,Research Centers,2013.0,CA,869466.96
443,Research Institutes,Research Centers,2013.0,CA,708588.0
444,Domestic Higher Education,Training - Individual,2013.0,CA,44603.792658730155
445,Independent Hospitals,Training - Individual,2013.0,CA,50864.0
446,None,Training - Individual,2013.0,CA,53020.72727272727
447,Research Institutes,Training - Individual,2013.0,CA,51465.07692307692
448,Domestic Higher Education,Training - Institutional,2013.0,CA,307924.3355817875
449,Independent Hospitals,Training - Institutional,2013.0,CA,196397.35714285713
450,None,Training - Institutional,2013.0,CA,801837.4444444445
451,Research Institutes,Training - Institutional,2013.0,CA,558999.0
452,Domestic Higher Education,Other,2014.0,CA,935658.0
453,Domestic Higher Education,Other Research-Related,2014.0,CA,259127.58681672026
454,Independent Hospitals,Other Research-Related,2014.0,CA,225683.72727272726
455,None,Other Research-Related,2014.0,CA,237846.05102040817
456,Research Institutes,Other Research-Related,2014.0,CA,722044.8214285715
457,Domestic Higher Education,RPGs - Non SBIR/STTR,2014.0,CA,439839.1451630494
458,Independent Hospitals,RPGs - Non SBIR/STTR,2014.0,CA,560842.6946308725
459,None,RPGs - Non SBIR/STTR,2014.0,CA,376922.17304492515
460,Research Institutes,RPGs - Non SBIR/STTR,2014.0,CA,599374.6832214765
461,None,RPGs - SBIR/STTR,2014.0,CA,372281.3193277311
462,Research Institutes,RPGs - SBIR/STTR,2014.0,CA,370202.9285714286
463,Domestic Higher Education,Research Centers,2014.0,CA,1498966.8530973452
464,Independent Hospitals,Research Centers,2014.0,CA,473452.0
465,None,Research Centers,2014.0,CA,1966400.0
466,Research Institutes,Research Centers,2014.0,CA,1002192.05
467,Domestic Higher Education,Training - Individual,2014.0,CA,45479.41516966068
468,Independent Hospitals,Training - Individual,2014.0,CA,46267.666666666664
469,Research Institutes,Training - Individual,2014.0,CA,51047.27272727273
470,Domestic Higher Education,Training - Institutional,2014.0,CA,304075.40169491526
471,Independent Hospitals,Training - Institutional,2014.0,CA,215410.0
472,None,Training - Institutional,2014.0,CA,1646460.0
473,Research Institutes,Training - Institutional,2014.0,CA,242921.0
474,Domestic Higher Education,Other,2015.0,CA,884283.0
475,Domestic Higher Education,Other Research-Related,2015.0,CA,252122.32622601278
476,Independent Hospitals,Other Research-Related,2015.0,CA,153401.59139784946
477,None,Other Research-Related,2015.0,CA,301474.06666666665
478,Research Institutes,Other Research-Related,2015.0,CA,648739.487544484
479,Domestic Higher Education,RPGs - Non SBIR/STTR,2015.0,CA,453796.25859124865
480,Independent Hospitals,RPGs - Non SBIR/STTR,2015.0,CA,504014.20331950206
481,None,RPGs - Non SBIR/STTR,2015.0,CA,400146.7801980198
482,Research Institutes,RPGs - Non SBIR/STTR,2015.0,CA,551212.6360448808
483,None,RPGs - SBIR/STTR,2015.0,CA,432293.49106204
484,Research Institutes,RPGs - SBIR/STTR,2015.0,CA,281710.8
485,Domestic Higher Education,Research Centers,2015.0,CA,1566125.7014652016
486,Independent Hospitals,Research Centers,2015.0,CA,2592281.7
487,None,Research Centers,2015.0,CA,1320985.6
488,Research Institutes,Research Centers,2015.0,CA,988508.2659574468
489,Domestic Higher Education,Training - Individual,2015.0,CA,46088.47340425532
490,Independent Hospitals,Training - Individual,2015.0,CA,54214.0
491,None,Training - Individual,2015.0,CA,55106.0
492,Research Institutes,Training - Individual,2015.0,CA,51686.22222222222
493,Domestic Higher Education,Training - Institutional,2015.0,CA,343311.7571669477
494,Independent Hospitals,Training - Institutional,2015.0,CA,291100.3333333333
495,None,Training - Institutional,2015.0,CA,1646460.0
496,Research Institutes,Training - Institutional,2015.0,CA,584414.0
497,Domestic Higher Education,Other,2016.0,CA,1454042.25
498,None,Other,2016.0,CA,4681716.0
499,Domestic Higher Education,Other Research-Related,2016.0,CA,249431.164258962
500,Independent Hospitals,Other Research-Related,2016.0,CA,169956.1325301205
501,None,Other Research-Related,2016.0,CA,310515.04615384614
502,Research Institutes,Other Research-Related,2016.0,CA,661100.1432664756
503,Domestic Higher Education,RPGs - Non SBIR/STTR,2016.0,CA,468490.1886852086
504,Independent Hospitals,RPGs - Non SBIR/STTR,2016.0,CA,496695.03245436103
505,None,RPGs - Non SBIR/STTR,2016.0,CA,493689.0891089109
506,Research Institutes,RPGs - Non SBIR/STTR,2016.0,CA,725253.8263845675
507,None,RPGs - SBIR/STTR,2016.0,CA,455066.0773143438
508,Research Institutes,RPGs - SBIR/STTR,2016.0,CA,267104.21875
509,Domestic Higher Education,Research Centers,2016.0,CA,1675545.714867617
510,Independent Hospitals,Research Centers,2016.0,CA,2741022.0
511,None,Research Centers,2016.0,CA,1187300.75
512,Research Institutes,Research Centers,2016.0,CA,1023306.2597402597
513,Domestic Higher Education,Training - Individual,2016.0,CA,47828.96678635548
514,Independent Hospitals,Training - Individual,2016.0,CA,45652.0
515,Research Institutes,Training - Individual,2016.0,CA,53649.0
516,Domestic Higher Education,Training - Institutional,2016.0,CA,361558.52821316617
517,Independent Hospitals,Training - Institutional,2016.0,CA,223744.0
518,None,Training - Institutional,2016.0,CA,1354180.4
519,Research Institutes,Training - Institutional,2016.0,CA,190645.25
520,Domestic Higher Education,Other,2017.0,CA,1400232.3157894737
521,None,Other,2017.0,CA,542001.0
522,Research Institutes,Other,2017.0,CA,249466.0
523,Domestic Higher Education,Other Research-Related,2017.0,CA,277184.33081190113
524,Independent Hospitals,Other Research-Related,2017.0,CA,157949.88461538462
525,None,Other Research-Related,2017.0,CA,472373.54285714286
526,Research Institutes,Other Research-Related,2017.0,CA,590763.9577836412
527,Domestic Higher Education,RPGs - Non SBIR/STTR,2017.0,CA,497566.5905301081
528,Independent Hospitals,RPGs - Non SBIR/STTR,2017.0,CA,514833.5627906977
529,None,RPGs - Non SBIR/STTR,2017.0,CA,531574.3965517242
530,Research Institutes,RPGs - Non SBIR/STTR,2017.0,CA,673887.3370501774
531,None,RPGs - SBIR/STTR,2017.0,CA,506437.4164305949
532,Research Institutes,RPGs - SBIR/STTR,2017.0,CA,520717.6666666667
533,Domestic Higher Education,Research Centers,2017.0,CA,1726774.1257995735
534,Independent Hospitals,Research Centers,2017.0,CA,2688571.0
535,None,Research Centers,2017.0,CA,1466401.0
536,Research Institutes,Research Centers,2017.0,CA,869402.5254237289
537,Domestic Higher Education,Training - Individual,2017.0,CA,44778.5522875817
538,Independent Hospitals,Training - Individual,2017.0,CA,27101.5
539,Research Institutes,Training - Individual,2017.0,CA,54295.666666666664
540,Domestic Higher Education,Training - Institutional,2017.0,CA,319095.9286713287
541,Independent Hospitals,Training - Institutional,2017.0,CA,199050.0
542,None,Training - Institutional,2017.0,CA,1646460.0
543,Research Institutes,Training - Institutional,2017.0,CA,169042.0
544,Domestic Higher Education,Other,2018.0,CA,1230482.5555555555
545,None,Other,2018.0,CA,241004.0909090909
546,Research Institutes,Other,2018.0,CA,1675013.0
547,Domestic Higher Education,Other Research-Related,2018.0,CA,328662.9965753425
548,Independent Hospitals,Other Research-Related,2018.0,CA,154291.72727272726
549,None,Other Research-Related,2018.0,CA,445119.0612244898
550,Research Institutes,Other Research-Related,2018.0,CA,591854.7622222222
551,Domestic Higher Education,RPGs - Non SBIR/STTR,2018.0,CA,504982.6332923252
552,Independent Hospitals,RPGs - Non SBIR/STTR,2018.0,CA,511129.0333333333
553,None,RPGs - Non SBIR/STTR,2018.0,CA,1155472.9007092197
554,Research Institutes,RPGs - Non SBIR/STTR,2018.0,CA,623933.4067055393
555,None,RPGs - SBIR/STTR,2018.0,CA,475157.29045996594
556,Research Institutes,RPGs - SBIR/STTR,2018.0,CA,590281.5
557,Domestic Higher Education,Research Centers,2018.0,CA,1393165.8194945848
558,Independent Hospitals,Research Centers,2018.0,CA,1531825.0
559,None,Research Centers,2018.0,CA,1466401.0
560,Research Institutes,Research Centers,2018.0,CA,746587.6206896552
561,Domestic Higher Education,Training - Individual,2018.0,CA,50342.887197851385
562,Independent Hospitals,Training - Individual,2018.0,CA,38124.0
563,Research Institutes,Training - Individual,2018.0,CA,51530.666666666664
564,Domestic Higher Education,Training - Institutional,2018.0,CA,382728.09324758843
565,Independent Hospitals,Training - Institutional,2018.0,CA,257759.0
566,Research Institutes,Training - Institutional,2018.0,CA,81059.26190476191
567,Domestic Higher Education,Other,2019.0,CA,1425574.1454545455
568,None,Other,2019.0,CA,4484368.5
569,Research Institutes,Other,2019.0,CA,2347832.8
570,Domestic Higher Education,Other Research-Related,2019.0,CA,285732.3634181469
571,Independent Hospitals,Other Research-Related,2019.0,CA,177524.44827586206
572,None,Other Research-Related,2019.0,CA,532800.7
573,Research Institutes,Other Research-Related,2019.0,CA,785324.1754098361
574,Domestic Higher Education,RPGs - Non SBIR/STTR,2019.0,CA,504125.1196712428
575,Independent Hospitals,RPGs - Non SBIR/STTR,2019.0,CA,546997.5833333334
576,None,RPGs - Non SBIR/STTR,2019.0,CA,966220.9585798817
577,Research Institutes,RPGs - Non SBIR/STTR,2019.0,CA,773393.8415061296
578,None,RPGs - SBIR/STTR,2019.0,CA,494434.5813953488
579,Research Institutes,RPGs - SBIR/STTR,2019.0,CA,732919.8
580,Domestic Higher Education,Research Centers,2019.0,CA,1579295.573033708
581,Independent Hospitals,Research Centers,2019.0,CA,2584512.0
582,None,Research Centers,2019.0,CA,988679.0
583,Research Institutes,Research Centers,2019.0,CA,793828.9393939395
584,Domestic Higher Education,Training - Individual,2019.0,CA,50999.871296296296
585,Independent Hospitals,Training - Individual,2019.0,CA,45016.0
586,Research Institutes,Training - Individual,2019.0,CA,61368.6
587,Domestic Higher Education,Training - Institutional,2019.0,CA,372850.8648208469
588,Independent Hospitals,Training - Institutional,2019.0,CA,241229.16666666666
589,Research Institutes,Training - Institutional,2019.0,CA,111204.26190476191
590,Domestic Higher Education,Construction,2020.0,CA,7282377.0
591,Domestic Higher Education,Other,2020.0,CA,1882099.6097560977
592,Independent Hospitals,Other,2020.0,CA,684497.0
593,None,Other,2020.0,CA,12981535.333333334
594,Research Institutes,Other,2020.0,CA,282578.6666666667
595,Domestic Higher Education,Other Research-Related,2020.0,CA,302141.76046825753
596,Independent Hospitals,Other Research-Related,2020.0,CA,164870.35294117648
597,None,Other Research-Related,2020.0,CA,592784.9491525424
598,Research Institutes,Other Research-Related,2020.0,CA,955112.4
599,Domestic Higher Education,RPGs - Non SBIR/STTR,2020.0,CA,552686.6519496415
600,Independent Hospitals,RPGs - Non SBIR/STTR,2020.0,CA,554961.2681912682
601,None,RPGs - Non SBIR/STTR,2020.0,CA,700830.3858695652
602,Research Institutes,RPGs - Non SBIR/STTR,2020.0,CA,757018.9892125134
603,None,RPGs - SBIR/STTR,2020.0,CA,580725.8132366274
604,Research Institutes,RPGs - SBIR/STTR,2020.0,CA,241331.63636363635
605,Domestic Higher Education,Research Centers,2020.0,CA,1569703.9144851658
606,Independent Hospitals,Research Centers,2020.0,CA,2577133.5
607,Research Institutes,Research Centers,2020.0,CA,530632.32
608,Domestic Higher Education,Training - Individual,2020.0,CA,49259.109821428574
609,Independent Hospitals,Training - Individual,2020.0,CA,42918.666666666664
610,Research Institutes,Training - Individual,2020.0,CA,63739.857142857145
611,Domestic Higher Education,Training - Institutional,2020.0,CA,353440.7651757189
612,Independent Hospitals,Training - Institutional,2020.0,CA,255888.0
613,Research Institutes,Training - Institutional,2020.0,CA,94590.09523809524
614,Domestic Higher Education,Construction,2021.0,CA,1996700.0
615,Domestic Higher Education,Other,2021.0,CA,1602122.2068965517
616,Independent Hospitals,Other,2021.0,CA,937332.0
617,None,Other,2021.0,CA,20752931.0
618,Research Institutes,Other,2021.0,CA,728491.3333333334
619,Domestic Higher Education,Other Research-Related,2021.0,CA,309423.18337617826
620,Independent Hospitals,Other Research-Related,2021.0,CA,162404.0303030303
621,None,Other Research-Related,2021.0,CA,629027.4255319149
622,Research Institutes,Other Research-Related,2021.0,CA,1922956.3109656302
623,Domestic Higher Education,RPGs - Non SBIR/STTR,2021.0,CA,539158.1499402629
624,Independent Hospitals,RPGs - Non SBIR/STTR,2021.0,CA,589700.1119047619
625,None,RPGs - Non SBIR/STTR,2021.0,CA,906593.6281407035
626,Research Institutes,RPGs - Non SBIR/STTR,2021.0,CA,794467.5089058524
627,None,RPGs - SBIR/STTR,2021.0,CA,526292.2760290557
628,Research Institutes,RPGs - SBIR/STTR,2021.0,CA,630992.0
629,Domestic Higher Education,Research Centers,2021.0,CA,1615027.5424710424
630,Independent Hospitals,Research Centers,2021.0,CA,3362725.5
631,Research Institutes,Research Centers,2021.0,CA,1307440.7424242424
632,Domestic Higher Education,Training - Individual,2021.0,CA,49482.712775330394
633,Independent Hospitals,Training - Individual,2021.0,CA,44085.0
634,Research Institutes,Training - Individual,2021.0,CA,51666.416666666664
635,Domestic Higher Education,Training - Institutional,2021.0,CA,377981.9250425894
636,Independent Hospitals,Training - Institutional,2021.0,CA,200337.4
637,Research Institutes,Training - Institutional,2021.0,CA,115817.31707317074
638,Domestic Higher Education,Other,2012.0,CO,870463.0
639,Domestic Higher Education,Other Research-Related,2012.0,CO,184133.28804347827
640,Independent Hospitals,Other Research-Related,2012.0,CO,199369.6923076923
641,None,Other Research-Related,2012.0,CO,173368.45588235295
642,Domestic Higher Education,RPGs - Non SBIR/STTR,2012.0,CO,364812.374530354
643,Independent Hospitals,RPGs - Non SBIR/STTR,2012.0,CO,525845.7567567568
644,None,RPGs - Non SBIR/STTR,2012.0,CO,338149.1176470588
645,Research Institutes,RPGs - Non SBIR/STTR,2012.0,CO,348153.0
646,None,RPGs - SBIR/STTR,2012.0,CO,431613.5051546392
647,Domestic Higher Education,Research Centers,2012.0,CO,1768541.3806646527
648,Independent Hospitals,Research Centers,2012.0,CO,738586.0
649,None,Research Centers,2012.0,CO,7102851.0
650,Domestic Higher Education,Training - Individual,2012.0,CO,40147.75862068965
651,Independent Hospitals,Training - Individual,2012.0,CO,40156.0
652,None,Training - Individual,2012.0,CO,51121.26666666667
653,Domestic Higher Education,Training - Institutional,2012.0,CO,266657.92452830187
654,Independent Hospitals,Training - Institutional,2012.0,CO,215689.0
655,None,Training - Institutional,2012.0,CO,265763.5714285714
656,Domestic Higher Education,Other,2013.0,CO,614088.0
657,Domestic Higher Education,Other Research-Related,2013.0,CO,186375.67835870283
658,Independent Hospitals,Other Research-Related,2013.0,CO,244156.15789473685
659,None,Other Research-Related,2013.0,CO,178841.7068965517
660,Domestic Higher Education,RPGs - Non SBIR/STTR,2013.0,CO,384461.5221185065
661,Independent Hospitals,RPGs - Non SBIR/STTR,2013.0,CO,550139.5238095238
662,None,RPGs - Non SBIR/STTR,2013.0,CO,411949.5416666667
663,Research Institutes,RPGs - Non SBIR/STTR,2013.0,CO,320821.0
664,None,RPGs - SBIR/STTR,2013.0,CO,457676.645631068
665,Domestic Higher Education,Research Centers,2013.0,CO,1740372.9734219268
666,Independent Hospitals,Research Centers,2013.0,CO,1153399.0
667,None,Research Centers,2013.0,CO,6477538.0
668,Domestic Higher Education,Training - Individual,2013.0,CO,36727.78938053097
669,Independent Hospitals,Training - Individual,2013.0,CO,47251.0
670,None,Training - Individual,2013.0,CO,54838.181818181816
671,Domestic Higher Education,Training - Institutional,2013.0,CO,243118.45656565655
672,Independent Hospitals,Training - Institutional,2013.0,CO,225331.0
673,None,Training - Institutional,2013.0,CO,218212.625
