,ORGANIZATION NAME,TOTAL FUNDING,TOTAL PROJECT,TOTAL PATENT,TOTAL PUBLICATON
337,NAGASAKI UNIVERSITY,135000.0,1.0,0.0,0.0
338,"TRANXEND, LLC",135024.0,1.0,0.0,2.0
339,"PLACENTAL ANALYTICS, LLC",135074.0,1.0,0.0,3.0
340,VAN ANDEL INSTITUTE GRADUATE SCHOOL,136056.0,3.0,0.0,5.0
341,"GENOSPACE, LLC",136701.0,1.0,0.0,0.0
342,"CORENGI, INC.",137900.0,1.0,0.0,2.0
343,MAX PLANCK INSTITUTE FOR HEART AND LUNG RESEARCH,138757.0,4.0,0.0,2.0
344,"PAIR TECHNOLOGIES, LLC",139220.0,1.0,0.0,0.0
345,"TOUCHTOWN, INC.",139236.0,1.0,0.0,1.0
346,"RESEARCH DETECTORS, INC.",140000.0,1.0,0.0,0.0
347,"CUBIST PHARMACEUTICALS, INC.",140000.0,1.0,0.0,0.0
348,"REMBAC ENVIRONMENTAL, LLC",140326.0,1.0,0.0,0.0
349,MOUNT KENYA UNIVERSITY,140534.0,1.0,0.0,0.0
350,"LUMENETEC, LLC",140900.0,1.0,0.0,0.0
351,"INNOVATIVE SCIENTIFIC SOLUTIONS, INC.",141394.0,1.0,0.0,1.0
352,"AMARATEK, INC.",141756.0,1.0,0.0,0.0
353,"SMART ACTIVITIES OF DAILY LIVING, LLC",142066.0,1.0,0.0,0.0
354,"BIODETECTION INSTRUMENTS, INC.",142383.0,1.0,0.0,0.0
355,EMPIRE GENOMICS. LLC,142432.0,1.0,0.0,0.0
356,"QM4D, LLC",143056.0,1.0,0.0,0.0
357,MDB INC,143234.0,1.0,0.0,0.0
358,"GENE THERAPY SYSTEMS, INC.",143253.0,1.0,0.0,0.0
359,DIVISION OF AGRICULTURE,143526.0,2.0,3.0,0.0
360,EASTERN MAINE MEDICAL CENTER,143613.0,1.0,0.0,3.0
361,"ENDOCOLE, LLC",144150.0,1.0,0.0,0.0
362,"APRIHEALTH, INC.",144450.0,1.0,0.0,0.0
363,"RAVATA SOLUTIONS, INC.",144560.0,1.0,0.0,0.0
364,"ILLUMAVISTA BIOSCIENCES, LLC",144658.0,1.0,0.0,0.0
365,SANDBOX LEARNING COMPANY,144884.0,1.0,0.0,0.0
366,"MICROPROBES FOR LIFE SCIENCE, INC.",144992.0,1.0,0.0,6.0
367,PARENT PROJECT MUSCULAR DYSTROPHY,145000.0,1.0,0.0,2.0
368,"SOCIETY FOR ACUPUNCTURE RESEARCH, INC.",145000.0,5.0,0.0,0.0
369,UNIVERSITY OF GHANA MEDICAL CENTRE,145152.0,1.0,0.0,0.0
370,"BIODEPTRONIX, LLC",145179.0,1.0,0.0,0.0
371,"BCR DIAGNOSTICS, INC.",145637.0,1.0,0.0,0.0
372,"DATA2CARE TECHNOLOGIES, LLC",145682.0,1.0,0.0,1.0
373,BOROUGH OF MANHATTAN COMMUNITY COLLEGE,145744.0,2.0,0.0,1.0
374,"HYPRES, INC.",145821.0,1.0,0.0,0.0
375,"DOSECUE, LLC",145825.0,1.0,0.0,0.0
376,"ORASURE TECHNOLOGIES, INC.",145915.0,1.0,0.0,0.0
377,"PROGERIA RESEARCH FOUNDATION, INC.",146000.0,4.0,0.0,0.0
378,"LYSSN.IO, LLC",146357.0,1.0,0.0,0.0
379,"EYERX RESEARCH, INC.",146388.0,1.0,0.0,0.0
380,ORTHOBOND CORPORATION,146428.0,1.0,0.0,0.0
381,"TRAILHEAD BIOSYSTEMS, INC.",146531.0,1.0,0.0,0.0
382,HEARING LOSS ASSOCIATION OF AMERICA,146532.0,4.0,0.0,0.0
383,BIOTECHNOLOGY RESEARCH INSTITUTE-KALRO,146576.0,1.0,0.0,0.0
384,"DL ADV-TECH, LLC",146867.0,1.0,0.0,1.0
385,SEMINEX CORPORATION,146905.0,1.0,0.0,4.0
386,"RADIATION DETECTION TECHNOLOGIES, INC.",146933.0,1.0,0.0,0.0
387,"SCITOVATION, LLC",147029.0,1.0,0.0,0.0
388,"SAFE MEDICAL DESIGN, LLC",147039.0,1.0,0.0,0.0
389,MACQUARIE UNIVERSITY,147061.0,1.0,0.0,0.0
390,MOON ARK,147113.0,1.0,0.0,0.0
391,"MICRO ANALYSIS INTEGRATION, LLC",147247.0,1.0,0.0,0.0
392,CYTHOR,147349.0,1.0,0.0,0.0
393,MERCURY THERAPEUTICS. INC.,147371.0,1.0,0.0,0.0
394,"PRECIBIO MEDICAL DEVICES, LLC",147446.0,1.0,0.0,0.0
395,"QUANTUM SIMULATION TECHNOLOGIES, INC.",147454.0,1.0,0.0,1.0
396,"NONIN MEDICAL, INC.",147510.0,1.0,0.0,0.0
397,"CERAMATEC, INC.",147761.0,1.0,0.0,0.0
398,"MIRESOURCE, INC.",147826.0,1.0,0.0,0.0
399,"CORAM TECHNOLOGIES, INC.",147922.0,1.0,0.0,0.0
400,"VISUS TECHNOLOGY, INC.",148139.0,1.0,0.0,0.0
401,"ZINSTRUMENTS, LLC",148176.0,1.0,0.0,0.0
402,"KAYO TECHNOLOGY, INC.",148230.0,1.0,0.0,0.0
403,"CORINNOVA, INC.",148233.0,1.0,0.0,0.0
404,"SONAMED TECHNOLOGIES, LLC",148280.0,1.0,0.0,0.0
405,"THESAN PHARMACEUTICALS, INC.",148285.0,1.0,0.0,0.0
406,"LICKENBROCK TECHNOLOGIES, LLC",148343.0,1.0,0.0,0.0
407,"ELIXIRGEN, LLC",148400.0,1.0,0.0,0.0
408,"PARAGONIX TECHNOLOGIES, INC.",148436.0,1.0,0.0,3.0
409,"SEETRUE TECHNOLOGY, LLC",148517.0,1.0,0.0,0.0
410,"ARPHION, LTD",148530.0,1.0,0.0,0.0
411,"SCIBERQUEST, INC.",148660.0,1.0,0.0,0.0
412,REGIS UNIVERSITY,148809.0,2.0,0.0,22.0
413,"ALPHA STATCONSULT, LLC",148825.0,1.0,0.0,0.0
414,"BLUE RIDGE BIOSCIENCES, LLC",148836.0,1.0,0.0,0.0
415,"AUGDIMER, LLC",148864.0,1.0,0.0,0.0
416,MESOCOAT ADVANCED COATING TECH,148874.0,1.0,0.0,0.0
417,"AIRCARE LABS, LLC",148972.0,1.0,0.0,0.0
418,CELLTRONIX,149000.0,2.0,0.0,0.0
419,"NONVOLATILE ELECTRONICS, INC. (NVE)",149036.0,1.0,0.0,0.0
420,"BEZENWA BIOMEDICAL ENGINEERING, LLC",149128.0,1.0,0.0,1.0
421,"VIOGEN BIOSCIENCES, LLC",149156.0,1.0,0.0,0.0
422,"TACTUS TECHNOLOGIES, INC.",149160.0,1.0,0.0,0.0
423,"VITAE INDUSTRIES, INC.",149163.0,1.0,0.0,0.0
424,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",149176.0,1.0,13.0,1.0
425,"SPROUTEL, INC.",149209.0,1.0,0.0,0.0
426,"LASER ASSOCIATED SCIENCES, INC.",149237.0,1.0,0.0,0.0
427,"ANTIMICROBIAL MATERIALS, INC.",149261.0,1.0,0.0,0.0
428,"MONOMERCHEM, INC.",149264.0,1.0,0.0,0.0
429,"CAMBIUM MEDICAL TECHNOLOGIES, LLC",149265.0,1.0,0.0,0.0
430,"ATTOMETRICS, LLC",149265.0,1.0,0.0,0.0
431,"NEW SCALE TECHNOLOGIES, INC.",149330.0,1.0,0.0,0.0
432,"INSCENT, INC.",149404.0,1.0,0.0,0.0
433,"SIMMETRIX, INC.",149448.0,1.0,0.0,1.0
434,BIOTHERA,149450.0,1.0,0.0,0.0
435,"SUNNY BIODISCOVERY, INC.",149451.0,1.0,0.0,1.0
436,"SKELMET, INC.",149498.0,1.0,0.0,0.0
437,"DUALITY TECHNOLOGIES, INC.",149500.0,1.0,0.0,1.0
438,"MILLAR, INC.",149504.0,1.0,0.0,0.0
439,"DYNAMIC CLINICAL SYSTEMS, INC.",149512.0,1.0,0.0,0.0
440,"AKOYA BIOSCIENCES, INC.",149552.0,1.0,0.0,0.0
441,INTEGRATED DYNAMIC ELECTRON SOLUTIONS,149558.0,1.0,0.0,0.0
442,SPALDING UNIVERSITY,149580.0,2.0,0.0,31.0
443,"BC GENESIS, LLC",149586.0,1.0,0.0,1.0
444,"LUMINA LABS, INC.",149591.0,1.0,0.0,1.0
445,"DOPHEN BIOMED, INC.",149625.0,1.0,0.0,0.0
446,"RESPONSIVE HEALTH, INC.",149627.0,1.0,0.0,0.0
447,RMC RESEARCH CORPORATION,149646.0,1.0,0.0,0.0
448,FLUOROMETRIX BIOMEDICAL COMPANY,149674.0,1.0,0.0,1.0
449,"AP LIFESCIENCES, LLC",149676.0,1.0,0.0,0.0
450,"POND LIFE TECHNOLOGIES, LLC",149726.0,1.0,0.0,1.0
451,HOSPI CORPORATION,149760.0,1.0,0.0,0.0
452,"WALDRON INTERNATIONAL, LLC",149765.0,1.0,0.0,0.0
453,"NANOSCIENCE SOLUTIONS, LLC",149787.0,1.0,0.0,2.0
454,AIRVIZ INC.,149825.0,1.0,0.0,0.0
455,"NOHMS TECHNOLOGIES, INC.",149840.0,1.0,0.0,0.0
456,"TECHNSYS, INC.",149845.0,1.0,0.0,0.0
457,"ENGINEERING RESOURCES GROUP, INC.",149846.0,1.0,0.0,1.0
458,INNOVETA BIOMEDICAL LLC,149848.0,1.0,0.0,0.0
459,"PHOENIX S AND T, INC.",149857.0,1.0,0.0,0.0
460,"SOLVINGDYNAMICS, INC.",149871.0,1.0,0.0,0.0
461,"CORNERSTONE PARTNERS, LLC",149873.0,1.0,0.0,0.0
462,JULIA GROUP,149895.0,1.0,0.0,0.0
463,"ONPOINT SPINE, INC.",149896.0,1.0,0.0,0.0
464,ISENSE MEDICAL CORPORATION,149902.0,1.0,0.0,3.0
465,"DD THERAPEUTICS, LLC",149903.0,1.0,0.0,2.0
466,"POLY-MED, INC.",149912.0,1.0,0.0,0.0
467,"FAIRHAVEN HEALTH, LLC",149922.0,1.0,0.0,0.0
468,"3T TECHNOLOGIES, LLC",149927.0,1.0,0.0,0.0
469,"MMTC, INC.",149940.0,1.0,2.0,0.0
470,"AUDIODONTICS, LLC",149941.0,1.0,0.0,1.0
471,"ANCERA, LLC",149949.0,1.0,0.0,0.0
472,"ALTITUDE PHARMA, INC.",149950.0,1.0,0.0,0.0
473,ASTRIX TECHNOLOGY GROUP,149951.0,1.0,0.0,0.0
474,ASSN FOR THE STUDY & DEVE OF COMMUNITY,149952.0,1.0,0.0,0.0
475,"NKT THERAPEUTICS, INC.",149952.0,1.0,0.0,3.0
476,"SAFERMED, LLC",149953.0,1.0,0.0,0.0
477,"ROTA MOBILITY, INC.",149953.0,1.0,0.0,0.0
478,ADMIT ACADEMY LLC,149957.0,1.0,0.0,0.0
479,"NUVOGEN RESEARCH, LLC",149958.0,1.0,0.0,0.0
480,"XD BIO, INC.",149959.0,1.0,0.0,0.0
481,"CONTROL ONE, LLC",149959.0,1.0,0.0,6.0
482,"ALLIED POLYMER INNOVATIONS, INC.",149960.0,1.0,0.0,0.0
483,"VAYU GLOBAL HEALTH INNOVATIONS, LLC",149960.0,1.0,0.0,0.0
484,"RUMI SCIENTIFIC, INC.",149968.0,1.0,0.0,0.0
485,EDOVO,149969.0,1.0,0.0,0.0
486,AGENOVIR CORPORATION,149972.0,1.0,0.0,0.0
487,"MECHANOBIOLOGIX, LLC",149978.0,1.0,0.0,1.0
488,"CELL ORIGINS, LLC",149980.0,1.0,0.0,0.0
489,"STEM CELL THERANOSTICS, INC",149981.0,1.0,0.0,0.0
490,"CREATIVE LIBS SOLUTIONS, LLC",149984.0,1.0,0.0,1.0
491,"LUCID CIRCUIT, INC.",149985.0,1.0,0.0,0.0
492,"BIONIC SCIENCES, INC.",149985.0,1.0,0.0,1.0
493,"MYEXPOSOME, INC.",149986.0,1.0,0.0,0.0
494,"SYSTEMS TECHNOLOGY, INC.",149986.0,1.0,0.0,0.0
495,"ALPHA UNIVERSE, LLC",149986.0,1.0,0.0,0.0
496,OUACHITA BAPTIST UNIVERSITY,149988.0,1.0,0.0,0.0
497,"VISTERRA, INC.",149990.0,1.0,0.0,0.0
498,"MOUND LASER AND PHOTONICS CENTER, INC.",149992.0,2.0,0.0,3.0
499,"JOINTMETRIX MEDICAL, LLC",149993.0,1.0,0.0,0.0
500,"WANG NMR, INC.",149994.0,1.0,0.0,0.0
501,"NEOPROTEOMICS, INC.",149995.0,1.0,0.0,1.0
502,"TRANZ BIOSCIENCES, LLC",149995.0,1.0,0.0,0.0
503,"TISSUEGEN, INC.",149995.0,1.0,0.0,0.0
504,"ENURSING, LLC.",149997.0,1.0,0.0,0.0
505,ANALYTICAL DETECTION LLC,149997.0,1.0,0.0,0.0
506,"STUDIO HAGLER, LLC",149998.0,1.0,0.0,0.0
507,"UES, INC.",149998.0,1.0,0.0,0.0
508,"XTEM PHARMACEUTICALS, INC.",149999.0,1.0,0.0,0.0
509,"AGENTSHEETS, INC.",149999.0,1.0,0.0,0.0
510,COALA BIOSCIENCES,149999.0,1.0,0.0,0.0
511,"XPLOSAFE, LLC",149999.0,1.0,0.0,1.0
512,"STATERA ENVIRONMENTAL, INC.",149999.0,1.0,0.0,0.0
513,"BIOANALYTICAL SYSTEMS, INC. (BASI)",149999.0,1.0,0.0,0.0
514,"GENMA BIOSCIENCES, INC.",150000.0,1.0,0.0,0.0
515,"PHOTO DIAGNOSTIC SYSTEMS, INC.",150000.0,1.0,0.0,1.0
516,"H AND N INSTRUMENTS, INC.",150000.0,1.0,0.0,1.0
517,ANTON DE KOM UNIVERSITY OF SURINAME,150000.0,3.0,0.0,1.0
518,PONTIFICIA UNIVERSIDAD JAVERIANA,150000.0,3.0,0.0,0.0
519,"GINKGO BIOWORKS, INC.",150000.0,1.0,0.0,0.0
520,"GEMNEO BIOSCIENCE, INC.",150000.0,1.0,0.0,1.0
521,CHEMICAL BIOLOGY PROBES LLC,150000.0,1.0,0.0,0.0
522,"CHOMICS, INC.",150000.0,1.0,0.0,4.0
523,"SEQUOR PHARAMACEUTICALS, LLC",150000.0,1.0,0.0,0.0
524,"ACOUSTIC BIOSYSTEMS, INC.",150000.0,1.0,0.0,0.0
525,"MICROBIAL PHARMACEUTICALS, INC.",150000.0,1.0,0.0,0.0
526,"SPECTRASILK, INC.",150000.0,1.0,0.0,0.0
527,"CAPITAL BIOSCIENCES, INC.",150000.0,1.0,0.0,0.0
528,"SUPERBETTER LABS, INC.",150000.0,1.0,0.0,1.0
529,"UNIQUE MOBILITY DEVICES, LLC",150000.0,1.0,1.0,0.0
530,"RTC ELECTRONICS, INC.",150000.0,1.0,0.0,0.0
531,"MORPHIX TECHNOLOGIES, INC.",150000.0,1.0,0.0,0.0
532,"COLDSTEEL LASER, INC.",150000.0,1.0,0.0,0.0
533,"MATHNIMBUS, INC.",150000.0,1.0,0.0,0.0
534,SWIFT COMPLIANCE CORPORATION,150000.0,1.0,0.0,0.0
535,"XINTEK, INC.",150000.0,1.0,0.0,1.0
536,"RAY VISIONS, INC.",150000.0,1.0,0.0,0.0
537,"AZAVEA, INC",150000.0,1.0,0.0,0.0
538,"SINOORA, INC.",150000.0,1.0,0.0,0.0
539,"SPEAK AGENT, INC.",150000.0,1.0,0.0,0.0
540,"FLUONIC, INC.",150000.0,1.0,0.0,0.0
541,"OPENLATTICE, INC.",150000.0,1.0,0.0,2.0
542,"HARP ENGINEERING, LLC",150000.0,1.0,0.0,0.0
543,"ADVANCED TARGETING SYSTEMS, INC.",150000.0,1.0,2.0,0.0
544,"ZYDOC MEDICAL TRANSCRIPTION, LLC",150000.0,1.0,0.0,1.0
545,HC1.COM INC.,150000.0,1.0,0.0,0.0
546,"SYMBIOTICA, INC.",150000.0,1.0,0.0,0.0
547,"CDIC, INC.",150000.0,1.0,0.0,1.0
548,"NEURINSIGHT, LLC",150000.0,1.0,0.0,1.0
549,"AMPLION, INC.",150000.0,1.0,0.0,0.0
550,AGAVE BIOSYSTEMS,150000.0,1.0,0.0,0.0
551,"ARISTON MEDICAL , INC.",150000.0,1.0,0.0,0.0
552,"NANOFACTURE, INC.",150000.0,1.0,0.0,2.0
553,QUANTUMFUTURE SCIENTIFIC SOFTWARE LLC,150000.0,1.0,0.0,0.0
554,"EFEMORAL MEDICAL, LLC",150000.0,1.0,0.0,0.0
555,"MARKETZERO, LLC",150000.0,1.0,0.0,4.0
556,"SONOVASCULAR, LLC",150000.0,1.0,0.0,3.0
557,"EWEAR TECHNOLOGIES, LLC",150000.0,1.0,0.0,0.0
558,"TIPTEK, LLC",150000.0,1.0,0.0,0.0
559,"IMMERSIVE TECH, INC.",150000.0,1.0,0.0,0.0
560,INFERLINK CORPORATION,150000.0,1.0,1.0,0.0
561,BLENDERHOUSE,150000.0,1.0,0.0,4.0
562,"NEOVIEW, INC.",150000.0,1.0,0.0,0.0
563,"JENESIS BIOSCIENCES, LLC",150000.0,1.0,0.0,0.0
564,"CYANVAC, LLC",150000.0,1.0,0.0,0.0
565,BIO-QUICK CORPORATION,150000.0,1.0,0.0,0.0
566,"CASCADE BIOSYSTEMS, INC.",150000.0,1.0,0.0,2.0
567,"HEALTH FIDELITY, INC.",150000.0,1.0,0.0,1.0
568,"FLUIDIC TOOLS, LLC",150000.0,1.0,0.0,0.0
569,ATANTARES CORPORATION,150000.0,1.0,0.0,0.0
570,"ENCORE VISION, INC.",150000.0,1.0,0.0,1.0
571,"QUALIBER, INC.",150000.0,1.0,0.0,0.0
572,"TEVIDO BIODEVICES, LLC",150000.0,1.0,0.0,0.0
573,"MKS TECHNOLOGY, LLC",150000.0,1.0,0.0,0.0
574,"BARLOW SCIENTIFIC, INC.",150000.0,1.0,2.0,0.0
575,"VERMEDX, INC.",150001.0,1.0,0.0,1.0
576,"ALPS SOUTH, LLC",150007.0,1.0,0.0,0.0
577,COMMONWEALTH SCIENTIFIC & INDUST RES ORG,150190.0,1.0,0.0,0.0
578,"OBATALA SCIENCES, INC.",150234.0,1.0,0.0,0.0
579,"RE2, INC.",150234.0,1.0,0.0,0.0
580,DOWLING COLLEGE,150281.0,3.0,0.0,12.0
581,"CONTINUUM DYNAMICS, INC.",150597.0,1.0,0.0,0.0
582,IP ADVANTAGE,150632.0,1.0,0.0,0.0
583,"NEUROVISION IMAGING, LLC",150874.0,1.0,0.0,7.0
584,"DNATREK, LLC",151035.0,1.0,0.0,0.0
585,"RETIA MEDICAL, LLC",151360.0,1.0,0.0,0.0
586,"POST OAK PHARMACEUTICALS, INC.",151583.0,1.0,0.0,1.0
587,"NOVA SCIENTIFIC, INC.",152301.0,1.0,0.0,1.0
588,"NANOHYBRIDS, LLC",152399.0,1.0,0.0,1.0
589,"SPEAK MODALITIES, LLC",152599.0,1.0,0.0,1.0
590,"INGENIUM CARE, LLC",152845.0,1.0,0.0,0.0
591,SANTANDER INDUSTRIAL UNIVERSITY,152928.0,3.0,0.0,1.0
592,"CORAMIR BIOMEDICAL, INC.",153531.0,1.0,0.0,1.0
593,PARKINSON'S INSTITUTE,153676.0,2.0,0.0,3.0
594,"QAPSULE TECHNOLOGIES, INC.",153793.0,1.0,0.0,0.0
595,"AKRON BIOTECHNOLOGY, LLC",154043.0,1.0,0.0,3.0
596,"THERAVANCE, INC.",154300.0,1.0,0.0,0.0
597,"GALAXY BIO, INC.",154350.0,1.0,0.0,0.0
598,PACIFIC SCIENCE AND ENGINEERING GROUP,154800.0,1.0,0.0,0.0
599,"APTIMA, INC.",155445.0,1.0,0.0,0.0
600,ONEGEVITY HEALTH LLC,155473.0,1.0,0.0,0.0
601,FAMILIES OF SPINAL MUSCULAR ATROPHY,155500.0,7.0,0.0,0.0
602,"MICROSTEM, INC.",155532.0,1.0,0.0,0.0
603,"NEOGENIS LABORATORIES, INC.",155772.0,1.0,0.0,0.0
604,"SHARP EDGE LABS, INC.",155777.0,1.0,0.0,0.0
605,"RENOVA LIFE, INC.",155986.0,1.0,0.0,0.0
606,"FORMULATRIX, INC.",156080.0,1.0,0.0,0.0
607,"OPIO CONNECT, INC.",156220.0,1.0,0.0,0.0
608,"GILERO, LLC",156324.0,1.0,0.0,1.0
609,FEDERAL UNIVERSITY OF SANTA CATARINA,156401.0,3.0,0.0,6.0
610,CARMELL THERAPEUTICS CORPORATION,156559.0,1.0,0.0,0.0
611,"BIODISCOVERY, INC.",156809.0,1.0,0.0,0.0
612,"DAEDALUS INNOVATIONS, LLC",157019.0,1.0,0.0,0.0
613,"FLODESIGN SONICS, INC.",157332.0,1.0,0.0,1.0
614,"CH3 BIOSYSTEMS, LLC",157500.0,1.0,0.0,3.0
615,DR RAM MANOHAR LOHIA HOSPITAL,157531.0,3.0,0.0,23.0
616,"AMUNIX, INC.",157550.0,1.0,0.0,1.0
617,"MSM PROTEIN TECHNOLOGIES, INC",157616.0,1.0,0.0,0.0
618,FUND INST BIOL Y MED EXPERIMENTAL,157713.0,3.0,0.0,0.0
619,CHESAPEAKE PERL,157915.0,1.0,0.0,0.0
620,"ADVANCED CANCER THERAPEUTICS,  LLC",157920.0,1.0,0.0,0.0
621,AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS,158000.0,9.0,0.0,5.0
622,DAYSTAR RESEARCH,158630.0,2.0,0.0,0.0
623,"PIEZO ENERGY TECHNOLOGIES, LLC",158643.0,2.0,6.0,0.0
624,"STRATEGIC PACING SYSTEMS, LLC",158680.0,1.0,0.0,0.0
625,SHANGHAI MUNICIPAL CTR/DISEASE/CONT/PREV,158798.0,3.0,0.0,0.0
626,"GALIANA TECHNOLOGY, INC.",158895.0,1.0,0.0,0.0
627,"CARIBOU BIOSCIENCES, INC.",158902.0,1.0,0.0,0.0
628,"ATERIS TECHNOLOGIES, LLC",158919.0,1.0,0.0,0.0
629,"RETROJECT, INC.",159063.0,1.0,0.0,0.0
630,"DIGNIFY THERAPEUTICS, INC.",159298.0,1.0,0.0,1.0
631,"SPINNAKER BIOSCIENCES, INC.",159384.0,1.0,0.0,0.0
632,SARASOTA COUNTY PUBLIC HOSPITAL DISTRICT,159461.0,4.0,0.0,0.0
633,"LAXMI THERAPEUTIC DEVICES, INC.",159513.0,1.0,0.0,0.0
634,"CELLMOSAIC, LLC",159691.0,1.0,0.0,1.0
635,"NEURALYNX, INC.",159996.0,1.0,0.0,0.0
636,"CBT PHARMACEUTICALS, INC.",160000.0,1.0,0.0,0.0
637,CHRIST HOSPITAL CORPORATION,160211.0,1.0,0.0,0.0
638,"ELORAC, INC.",160284.0,1.0,0.0,0.0
639,"VAULT NANO, INC.",160334.0,1.0,0.0,0.0
640,"SYSTEM BIOSCIENCES, LLC (SBI)",160354.0,1.0,0.0,0.0
641,"AMICROBE, INC.",161000.0,1.0,0.0,0.0
642,"CARDIAC DYNAMICS, LLC",161020.0,1.0,0.0,0.0
643,ACXEND,161463.0,1.0,0.0,0.0
644,MAX PLANCK INSTITUTE OF BIOCHEMISTRY,161802.0,6.0,0.0,3.0
645,SIGMA CLERMONT,162000.0,1.0,0.0,0.0
646,PROVIDENCE HEALTH & SERVICES - OREGON,162000.0,1.0,0.0,0.0
647,"ORBITAL RESEARCH, INC.",162170.0,1.0,0.0,0.0
648,"FLUID CONTENT, INC.",162549.0,1.0,0.0,0.0
649,"ONCOSEC MEDICAL, INC.",162701.0,1.0,0.0,0.0
650,"CHILD TRENDS, INC.",163000.0,2.0,0.0,0.0
651,"THEO CHOCOLATE, INC.",163511.0,1.0,0.0,0.0
652,OMNIX MEDICAL LTD,164000.0,1.0,0.0,0.0
653,"RIBOMED BIOTECHNOLOGIES, INC.",164306.0,1.0,0.0,0.0
654,"TANGIBLE DESIGN, INC.",164560.0,1.0,0.0,0.0
655,"COGTHERA, LLC",164683.0,1.0,0.0,0.0
656,"PHI THERAPEUTICS, INC.",164724.0,1.0,0.0,0.0
657,"BERMUDA INSTITUTE OF OCEAN SCIENCES, INC",164855.0,1.0,0.0,2.0
658,"FRANCISCAN HOSPITAL FOR CHILDREN, INC.",165000.0,1.0,0.0,0.0
659,DALLAS VA RESEARCH CORPORATION,165000.0,1.0,0.0,0.0
660,LANZHOU UNIVERSITY,165002.0,3.0,0.0,2.0
661,PINE MANOR COLLEGE,165120.0,2.0,0.0,0.0
662,INSTITUTE OF MOLECULAR MEDICINE,165246.0,6.0,0.0,2.0
663,POLYMERIX LLC,165600.0,1.0,0.0,0.0
664,"HARMONUS, INC.",166588.0,1.0,0.0,0.0
665,"MEDISPIN, INC.",166666.0,1.0,0.0,0.0
666,IZAAK WALTON KILLIAM HOSP FOR CHILDREN,167012.0,1.0,0.0,0.0
667,NATIONAL INSTITUTE OF HEALTH OF PERU,167458.0,3.0,0.0,1.0
668,ABCEUTICS INC.,168038.0,1.0,0.0,0.0
669,MICROGRADIENT FLUIDICS LLC,168086.0,1.0,0.0,0.0
670,"BIOMINERAL SYSTEMS, LLC",168087.0,1.0,0.0,0.0
671,"BIOPANCREATE, INC.",168530.0,1.0,0.0,2.0
672,"BIODETECTION INSTRUMENTS, LLC",168547.0,1.0,0.0,2.0
673,ELM TREE MEDICAL INC.,168683.0,1.0,0.0,1.0
674,LEWIS-CLARK STATE COLLEGE,168750.0,1.0,0.0,0.0
675,BARD COLLEGE,168908.0,1.0,0.0,0.0
676,PHILADELPHIA CORPORATION FOR AGING,169013.0,1.0,0.0,2.0
677,AMERICAN SOCIETY OF CLINICAL ONCOLOGY,169710.0,1.0,0.0,0.0
678,"TOMOSOFT TECHNOLOGIES, LLC",169798.0,1.0,0.0,0.0
679,"PRASAN PHARMACEUTICAL CONSULTANTS, LLC",169959.0,1.0,0.0,0.0
680,"CREATIVE MICRO DESIGNS, INC.",170256.0,1.0,0.0,0.0
681,LA JOLLA INST FOR MOLECULAR MEDICINE,170500.0,1.0,0.0,0.0
682,EXCELLIMS CORPORATION,170648.0,1.0,0.0,0.0
683,"TAYLOR ASSOCIATES COMMUNICATIONS, INC.",171137.0,1.0,0.0,0.0
684,"CIMIT ACCELERATOR, LLC",171198.0,1.0,0.0,1.0
685,WHM CONSULTING,171500.0,6.0,0.0,0.0
686,"WE BIOSCIENCES, LLC",172361.0,1.0,0.0,0.0
687,VASCULAR PHARMACEUTICALS,172913.0,1.0,0.0,2.0
688,"GLYCOSURF, INC.",173075.0,1.0,0.0,0.0
689,"METALMARK INNOVATIONS, INC.",173341.0,1.0,0.0,0.0
690,"PHASE, INC.",173631.0,1.0,0.0,0.0
691,SWISS FEDERAL INST OF TECH (ETH ZURICH),173734.0,7.0,0.0,8.0
692,LA SALLE UNIVERSITY,174487.0,2.0,0.0,0.0
693,"INTUOR TECHNOLOGIES, LLC",174998.0,2.0,0.0,7.0
694,"NEOFLUIDICS, LLC",175000.0,1.0,0.0,0.0
695,"GREENWINGS BIOMEDICAL, INC.",175210.0,1.0,0.0,0.0
696,"ROKHAN, LLC",175409.0,1.0,0.0,0.0
697,"ASCENDANT DIAGNOSTICS, LLC",175731.0,1.0,0.0,0.0
698,FIZZ STUDIO LLC,175784.0,1.0,0.0,0.0
699,"DRUG DESIGN METHODOLOGIES, LLC",175994.0,1.0,0.0,0.0
700,"IN VITRO STRATEGIES, LLC",176204.0,5.0,0.0,0.0
701,"METABOSCIENTIA, LLC",176970.0,1.0,0.0,0.0
702,GEORGIA TECH APPLIED RESEARCH CORP,177172.0,1.0,0.0,0.0
703,SENTILUS,177631.0,1.0,0.0,1.0
704,"ZENAGENE, INC.",177648.0,1.0,0.0,1.0
705,G5 BIOLOGICAL INNOVATIONS L.L.C.,178101.0,1.0,0.0,0.0
706,"KYEVO-MOGYLYANSKA AKADEMIYA, NATSIONALNY UNIVERSYTET",178200.0,2.0,0.0,0.0
707,ROOSEVELT UNIVERSITY,178323.0,1.0,0.0,0.0
708,"LAU-YEU, LLC",178620.0,2.0,0.0,2.0
709,GHENT UNIVERSITY,178800.0,1.0,0.0,0.0
